t       y
13.201	0.197
13.217	0.205
13.234	0.212
13.251	0.217
13.268	0.221
13.284	0.225
13.301	0.228
13.318	0.229
13.335	0.229
13.351	0.228
13.368	0.226
13.385	0.223
13.402	0.218
13.418	0.213
13.435	0.207
13.452	0.200
13.468	0.192
13.485	0.182
13.502	0.173
13.519	0.163
13.535	0.153
13.552	0.142
13.569	0.133
13.586	0.123
13.602	0.112
13.619	0.103
13.636	9.353E-2
13.652	8.515E-2
13.669	7.740E-2
13.686	7.001E-2
13.703	6.394E-2
13.719	5.940E-2
13.736	5.626E-2
13.753	5.335E-2
13.770	5.092E-2
13.786	5.091E-2
13.803	5.111E-2
13.820	5.367E-2
13.837	5.649E-2
13.853	6.046E-2
13.870	6.570E-2
13.887	7.223E-2
13.903	7.970E-2
13.920	8.802E-2
13.937	9.700E-2
13.954	0.107
13.970	0.117
13.987	0.127
14.004	0.137
14.021	0.147
14.037	0.157
14.054	0.168
14.071	0.177
14.087	0.186
14.104	0.194
14.121	0.202
14.138	0.209
14.154	0.215
14.171	0.219
14.188	0.223
14.205	0.225
14.221	0.227
14.238	0.227
14.255	0.228
14.272	0.226
14.288	0.223
14.305	0.219
14.322	0.214
14.338	0.208
14.355	0.201
14.372	0.192
14.389	0.184
14.405	0.174
14.422	0.164
14.439	0.154
14.456	0.144
14.472	0.135
14.489	0.125
14.506	0.115
14.522	0.105
14.539	9.580E-2
14.556	8.718E-2
14.573	7.909E-2
14.589	7.199E-2
14.606	6.572E-2
14.623	6.094E-2
14.640	5.811E-2
14.656	5.557E-2
14.673	5.389E-2
14.690	5.385E-2
14.707	5.435E-2
14.723	5.625E-2
14.740	5.857E-2
14.757	6.267E-2
14.773	6.806E-2
14.790	7.427E-2
14.807	8.187E-2
14.824	9.014E-2
14.840	9.860E-2
14.857	0.108
14.874	0.118
14.891	0.128
14.907	0.138
14.924	0.147
14.941	0.158
14.957	0.168
14.974	0.177
14.991	0.186
15.008	0.195
15.024	0.203
15.041	0.210
15.058	0.215
15.075	0.219
15.091	0.223
15.108	0.226
15.125	0.230
15.142	0.230
15.158	0.230
15.175	0.227
15.192	0.224
15.208	0.221
15.225	0.216
15.242	0.210
15.259	0.203
15.275	0.195
15.292	0.187
15.309	0.177
15.326	0.168
15.342	0.158
15.359	0.147
15.376	0.137
15.392	0.127
15.409	0.117
15.426	0.107
15.443	9.752E-2
15.459	8.866E-2
15.476	8.080E-2
15.493	7.361E-2
15.510	6.766E-2
15.526	6.245E-2
15.543	5.853E-2
15.560	5.494E-2
15.577	5.340E-2
15.593	5.360E-2
15.610	5.695E-2
15.627	5.856E-2
15.643	6.108E-2
15.660	6.535E-2
15.677	7.018E-2
15.694	7.503E-2
15.710	8.184E-2
15.727	8.953E-2
15.744	9.864E-2
15.761	0.108
15.777	0.117
15.794	0.127
15.811	0.137
15.827	0.147
15.844	0.157
15.861	0.167
15.878	0.177
15.894	0.186
15.911	0.196
15.928	0.204
15.945	0.211
15.961	0.216
15.978	0.220
